Id,Ref,Label,Type,OnSell,OnBuy,Description,PublicUrl,CustomCode,IDCountry,ProductAccountancySellCode,ProductAccountancySellIntraCode,ProductAccountancySellExportCode,ProductAccountancyBuyCode,ProductAccountancyBuyIntraCode,ProductAccountancyBuyExportCode,NotePrivate,NotePublic,Weight,WeightUnits,Length,LengthUnits,Width,WidthUnits,Height,HeightUnits,Surface,SurfaceUnits,Volume,VolumeUnits,Duration,Nature,PriceBase,UnitPriceHT,UnitPriceTTC,MinPriceHT,MinPriceTTC,VATRate,DateCreation,DateModification,CostPrice,DefaultWarehouse,ManageLotSerial,Stock,StockLimit,DesiredStock,PMPValue,BarCode,Descripción corta,Marca,StockableProduct,Precio Compra con Iva,Url,Supplier,SupplierRef,QtyMin,DiscountQtyMin,BuyingPrice,Unit,,Categoria,Imagen
3392,366051500020,60-Liana perptiles mediana,0,1,1,"La Liana Mediana es un reptil emocionante y versátil que se adapta perfectamente a cualquier estilo de vida. Con su tamaño ideal para ser observado y cuidado, es la elección perfecta para aquellos que buscan una experiencia única en el mundo de los reptiles. ¡No te pierdas la oportunidad de conocer a esta criatura fascinante!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,22.39669421,27.1,0,0,21,3/3/2026 10:39,3/11/2026 9:48,15.95,,0,6,0,0,0,366051500020,Liana Mediana: Reptil emocionante,Liana,1,15.95,https://elpajaroblanco.com/producto/liana-perptiles-mediana/,,,,,,,,Reptiles,366051500020.jpg
3393,3664471008544,60-Liana talla s n854,0,1,1,"La Liana Talla S es un reptil impresionante que cautivará tu corazón con su tamaño y personalidad. Con su capacidad para crecer y desarrollarse, es la elección perfecta para aquellos que buscan una aventura en el mundo de los reptiles. ¡No te pierdas la oportunidad de conocer a esta criatura impresionante!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,5.74380165,6.95,0,0,21,3/3/2026 10:39,3/11/2026 9:49,4.09,,0,0,0,0,0,3664471008544,Liana Talla S: Reptil impresionante,Liana,1,4.09,https://elpajaroblanco.com/producto/liana-talla-s-n854/,,,,,,,,Reptiles,3664471008544.jpg
3394,LIBRO JILGUERO MAJOR,60-Libro jilguero major,0,1,1,"Descubre la magia del mundo de los pájaros con el libro Jilguero Mayor. Con sus páginas llenas de información y consejos, es la guía perfecta para aquellos que buscan conocer a su ave y brindarle el cuidado y atención que merece. ¡No te pierdas la oportunidad de conocer a tu nuevo amigo!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,8.26446281,10,0,0,21,3/3/2026 10:39,3/5/2026 12:44,6,,0,1,1,0,0,LIBRO JILGUERO MAJOR,Libro Jilguero: Conoce a tu ave,Libro Jilguero,1,6,,,,,,,,,Aves,LIBRO JILGUERO MAJOR.jpg
3395,1234567891125,60-Lidercrock alta energia 20kg,0,1,1,"La Lidercrock Alta Energía es la nutrición óptima para perros que buscan mantener su energía y vitalidad. Con su fórmula equilibrada y rica en nutrientes, es la elección perfecta para aquellos que buscan brindarle a su perro la mejor alimentación posible. ¡No te pierdas la oportunidad de darle a tu perro la mejor vida posible!",,,1,,,,,,,,,20,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,19.54545455,21.5,0,0,10,3/3/2026 10:39,3/11/2026 9:46,15.1,,0,20,5,0,0,1234567891125,Lidercrock Alta Energía: Nutrición óptima,Lidercrock,1,15.1,https://elpajaroblanco.com/producto/lidercrock-alta-energia-20kg/,,,,,,,,Perros,1234567891125.jpg
3396,7788,60-Lignocel,0,1,1,"La Lignocel es una nutrición de alta calidad para perros que buscan mantener su salud y bienestar. Con su fórmula equilibrada y rica en nutrientes, es la elección perfecta para aquellos que buscan brindarle a su perro la mejor alimentación posible. ¡No te pierdas la oportunidad de darle a tu perro la mejor vida posible!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,28.01652893,33.9,0,0,21,3/3/2026 10:39,3/5/2026 12:44,20,,0,1,1,0,0,7788,Lignocel: Nutrición para perros,Lignocel,1,20,,,,,,,,,Perros,7788.jpg
3397,8434744010599,60-Lima de uñas,0,1,1,"La Lima De Uñas es un producto de cuidado para perros que buscan mantener su salud y bienestar. Con su fórmula suave y segura, es la elección perfecta para aquellos que buscan brindarle a su perro la mejor atención posible. ¡No te pierdas la oportunidad de darle a tu perro la mejor vida posible!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,16.73553719,20.25,0,0,21,3/3/2026 10:39,3/5/2026 12:44,11.89,,0,1,0,0,0,8434744010599,Lima De Uñas: Cuidado para perros,Lima De Uñas,1,11.89,,,,,,,,,Perros,8434744010599.jpg
3399,8713864300903,60-Limpia bebederos,0,1,1,"La Limpia Bebederos es un producto de higiene para pájaros que buscan mantener su salud y bienestar. Con su fórmula segura y efectiva, es la elección perfecta para aquellos que buscan brindarle a su ave la mejor atención posible. ¡No te pierdas la oportunidad de darle a tu ave la mejor vida posible!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.18181818,3.85,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.27,,0,5,0,0,0,8713864300903,Limpia Bebederos: Higiene para pájaros,Limpia,1,2.27,,,,,,,,,Aves,8713864300903.jpg
3400,8435041443813,60-Limpia olores gatos,0,1,1,"La Limpia Olores es un producto de cuidado para gatos que buscan mantener su salud y bienestar. Con su fórmula suave y segura, es la elección perfecta para aquellos que buscan brindarle a su gato la mejor atención posible. ¡No te pierdas la oportunidad de darle a tu gato la mejor vida posible!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.7768595,2.15,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.24,,0,1,1,0,0,8435041443813,Limpia Olores: Cuidado para gatos,Limpia,1,1.24,,,,,,,,,Gatos,8435041443813.jpg
3401,8435041443806,60-Limpia olores perro,0,1,1,"Limpia Olores Perro: un producto eficaz para eliminar olores desagradables en tu perro. Con su fórmula especial, elimina la causa del olor y deja a tu mascota con un olor fresco y agradable. ¡Dale a tu perro la limpieza que merece!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.31404959,2.8,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.66,,0,0,1,0,0,8435041443806,Elimina olores perros,Genérica,1,1.66,,,,,,,,,Perros,8435041443806.jpg
3402,8445154360105,60-Limpiabebederos 25g,0,1,1,"Limpiabebederos 25g: un producto fácil de usar para limpiar bebederos de tus pájaros. Con su fórmula suave y segura, elimina cualquier residuo y deja a tus mascotas con un bebedero limpio y fresco. ¡Cuida la salud de tus pájaros con este producto!",,,1,,,,,,,,,25,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.23966942,1.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,0.55,,0,1,1,0,0,8445154360105,Limpia bebederos,Genérica,1,0.55,,,,,,,,,Aves,8445154360105.jpg
3403,LIMPIADOR GR,60-Limpiador bebedero grande,0,1,1,"Limpiador Bebedero Grande: un producto potente para limpiar bebederos grandes de tus pájaros. Con su fórmula fuerte y segura, elimina cualquier residuo y deja a tus mascotas con un bebedero limpio y fresco. ¡Cuida la salud de tus pájaros con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.71900826,4.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.65,,0,2,0,0,0,LIMPIADOR GR,Limpia bebederos grandes,Genérica,1,2.65,,,,,,,,,Aves,LIMPIADOR GR.jpg
3404,8428540048191,60-Limpiador de vidrio doble cara,0,1,1,"Limpiador De Vidrio Doble Cara: un producto versátil para limpiar acuarios de tus peces. Con su fórmula suave y segura, elimina cualquier residuo y deja a tus mascotas con un entorno limpio y fresco. ¡Cuida la salud de tus peces con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.30578512,4,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.7,,0,2,0,0,0,8428540048191,Limpia acuarios,Genérica,1,2.7,,,,,,,,,Peces,8428540048191.jpg
3405,8414580005218,60-Limpiador desinfectante virucida 1l,0,1,1,"Limpiador Desinfectante Virucida 1l: un producto potente para desinfectar y limpiar superficies de tus perros. Con su fórmula fuerte y segura, elimina cualquier bacteria y virus y deja a tus mascotas con un entorno limpio y fresco. ¡Cuida la salud de tus perros con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,1,,1,TTC,5.04132231,6.1,0,0,21,3/3/2026 10:39,3/5/2026 12:44,3.57,,0,3,0,0,0,8414580005218,Desinfecta y limpia,Genérica,1,3.57,,,,,,,,,Perros,8414580005218.jpg
3406,8414580031149,60-Limpiador facial,0,1,1,"Limpiador Facial: un producto fácil de usar para limpiar y desinfectar la cara de tus perros. Con su fórmula suave y segura, elimina cualquier residuo y deja a tus mascotas con una cara limpia y fresca. ¡Cuida la salud de tus perros con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.30578512,4,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.36,,0,1,0,0,0,8414580031149,Limpia y desinfecta,Genérica,1,2.36,,,,,,,,,Perros,8414580031149.jpg
3407,4016598033494,60-Limpiador facial karlie,0,1,1,"Limpiador Facial Karlie: un producto potente para limpiar y desinfectar la cara de tus perros. Con su fórmula fuerte y segura, elimina cualquier residuo y deja a tus mascotas con una cara limpia y fresca. ¡Cuida la salud de tus perros con este producto!",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,3.55371901,4.3,0,0,21,3/3/2026 10:39,3/11/2026 9:50,2.49,,0,5,0,0,0,4016598033494,Limpia y desinfecta,Karlie,1,2.49,https://elpajaroblanco.com/producto/limpiador-facial-karlie/,,,,,,,,Perros,4016598033494.jpg
3408,8414580003061,60-Limpiador oidos menforsan,0,1,1,"Limpiador Oidos Menforsan: un producto especializado para limpiar y desinfectar los oídos de tus perros. Con su fórmula suave y segura, elimina cualquier residuo y deja a tus mascotas con oídos limpios y frescos. ¡Cuida la salud de tus perros con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,4.87603306,5.9,0,0,21,3/3/2026 10:39,3/5/2026 12:44,3.47,,0,1,0,0,0,8414580003061,Limpia oidos,Menforsan,1,3.47,,,,,,,,,Perros,8414580003061.jpg
3409,LIMPIADORA SEMILLAS,60-Limpiadora semillas,0,1,1,"Limpiadora Semillas: un producto fácil de usar para limpiar semillas de tus pájaros. Con su fórmula suave y segura, elimina cualquier residuo y deja a tus mascotas con semillas limpias y frescas. ¡Cuida la salud de tus pájaros con este producto!",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,46.28099174,56,0,0,21,3/3/2026 10:39,3/5/2026 12:44,40,,0,1,0,0,0,LIMPIADORA SEMILLAS,Limpia semillas,Genérica,1,40,,,,,,,,,Aves,LIMPIADORA SEMILLAS.jpg
3410,8411013872553,60-Linaza 5kg,0,1,1,"Linaza 5kg: un producto nutritivo para tus pájaros. Con su fórmula rica en nutrientes, proporciona a tus mascotas una dieta equilibrada y saludable. ¡Cuida la salud de tus pájaros con este producto!",,,1,,,,,,,,,5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,7.52066116,9.1,0,0,21,3/3/2026 10:39,3/5/2026 12:44,6.25,,0,0,0,0,0,8411013872553,Linaza para pájaros,Genérica,1,6.25,,,,,,,,,Aves,8411013872553.jpg
3411,8413740500273,60-Linaza jarad 500 gr,0,1,1,Ofrece a tus pájaros un alimento equilibrado y nutritivo para mantener su salud y bienestar. La linaza es una excelente fuente de fibra y proteínas para ayudar a mantener su plumaje y sistema digestivo saludables.,,,1,,,,,,,,,500,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.34615385,1.4,0,0,4,3/3/2026 10:39,3/5/2026 12:44,0.96,,0,27,0,0,0,8413740500273,Alimento balanceado para pájaros,Jarad,1,0.96,,,,,,,,,Aves,8413740500273.jpg
3412,LINCE PIENSO,60-Lince pienso mantenimiento,0,1,1,Proporciona a tus perros un pienso de alta calidad que contiene todos los nutrientes necesarios para mantener su salud y energía. El Lince Pienso es ideal para perros de todas las edades y tamaños.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,12.27272727,13.5,0,0,10,3/3/2026 10:39,3/5/2026 12:44,10.5,,0,17,0,0,0,LINCE PIENSO,Pienso para perros de alta calidad,Genérica,1,10.5,,,,,,,,,Perros,LINCE PIENSO.jpg
3416,8223228980073,60-Linterna camping,0,1,1,El Lince Pienso Mantenimiento es un alimento especializado para pájaros en libertad. Proporciona a tus pájaros los nutrientes necesarios para mantener su salud y bienestar en su hábitat natural.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,2.27272727,2.75,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.63,,0,5,1,0,0,8223228980073,Alimento para pájaros en libertad,Genérica,1,1.63,,,,,,,,,Aves,8223228980073.jpg
3418,8713864076600,60-Linterna huevos,0,1,1,El Lince Pienso Mantenimiento es un alimento especializado para pájaros que proporciona todos los nutrientes necesarios para mantener su salud y bienestar. Ideal para pájaros en cautiverio o en libertad.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,8.47107438,10.25,0,0,21,3/3/2026 10:39,3/5/2026 12:44,6.05,,0,1,1,0,0,8713864076600,Alimento especializado para pájaros,Genérica,1,6.05,,,,,,,,,Aves,8713864076600.jpg
3423,8435481356025,60-Linterna mini,0,1,1,"La linterna Mini es un accesorio ideal para los amantes de los pájaros. Su diseño pequeño y ligero la hace perfecta para colocar en la jaula de tu ave favorita. Con su fuente de energía de batería, brinda luz durante la noche y ayuda a crear un ambiente relajante para tu mascota.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.23966942,1.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,0.55,,0,3,1,0,0,8435481356025,Linterna para aves,Genérica,1,0.55,,,,,,,,,Aves,8435481356025.jpg
3426,LITORIA CAERULEA G,60-Litoria caerulea grande,0,1,1,"La Litoria Caerulea Grande es un reptil de agua fascinante que se adapta perfectamente a su hábitat natural. Con su piel azulada y cuerpo robusto, es un animal impresionante que requiere un cuidado especializado. Asegúrate de proporcionarle un entorno adecuado para que pueda prosperar.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,45.41322314,54.95,0,0,21,3/3/2026 10:39,3/5/2026 12:44,30,,0,3,1,0,0,LITORIA CAERULEA G,Reptil de agua,Genérica,1,30,,,,,,,,,Reptiles,LITORIA CAERULEA G.jpg
3427,4602533786053,60-Little one stick surtido roedor,0,1,1,"El Little One Stick Surtido Roedor es un alimento balanceado y delicioso para tus roedores favoritos. Con una variedad de sabores y texturas, es una forma divertida de mantener a tus mascotas nutridas y felices. Asegúrate de ofrecerle un entorno seguro y estimulante para que puedan jugar y explorar.",,,1,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,1,0,1,TTC,2.36363636,2.6,0,0,10,3/3/2026 10:39,3/11/2026 9:51,1.67,,0,1,0,0,0,4602533786053,Alimento para roedores,Little One,1,1.67,https://elpajaroblanco.com/producto/little-one-stick-surtido-roedor/,,,,,,,,Roedores,4602533786053.jpg
3428,4602533785988,60-Littleone cuenco relleno con pradera 12x65gr,0,1,1,"El Littleone Cuenco Relleno Con Pradera 12x65gr es un alimento nutritivo y delicioso para tus roedores favoritos. Con una mezcla de granos y verduras frescas, es una forma saludable de mantener a tus mascotas nutridas y felices. Asegúrate de ofrecerle un entorno seguro y estimulante para que puedan jugar y explorar.",,,1,,,,,,,,,65,1,0,1,0,1,0,1,0,0,0,1,0,1,TTC,2.04545455,2.25,0,0,10,3/3/2026 10:39,3/11/2026 9:51,1.45,,0,0,0,0,0,4602533785988,Alimento para roedores,Littleone,1,1.45,https://elpajaroblanco.com/producto/littleone-cuenco-relleno-con-pradera-12x65gr/,,,,,,,,Roedores,4602533785988.jpg
3429,4602533781614,60-Littleone snack crujiente de hierba 100gr,0,1,1,"El Littleone Snack Crujiente De Hierba 100gr es un snack delicioso y saludable para tus roedores favoritos. Con un sabor fresco y crujiente, es una forma divertida de mantener a tus mascotas nutridas y felices. Asegúrate de ofrecerle un entorno seguro y estimulante para que puedan jugar y explorar.",,,1,,,,,,,,,100,1,0,1,0,1,0,1,0,0,0,1,0,1,TTC,3.22727273,3.55,0,0,10,3/3/2026 10:39,3/11/2026 9:51,2.29,,0,0,0,0,0,4602533781614,Snack para roedores,Littleone,1,2.29,https://elpajaroblanco.com/producto/littleone-snack-crujiente-de-hierba-100gr/,,,,,,,,Roedores,4602533781614.jpg
3430,4260559181735,60-Littleone snack granos inflados 70gr,0,1,1,"El Littleone Snack Granos Inflados 70gr es un snack nutritivo y delicioso para tus roedores favoritos. Con un sabor fresco y ligero, es una forma saludable de mantener a tus mascotas nutridas y felices. Asegúrate de ofrecerle un entorno seguro y estimulante para que puedan jugar y explorar.",,,1,,,,,,,,,70,1,0,1,0,1,0,1,0,0,0,1,0,1,TTC,2.90909091,3.2,0,0,10,3/3/2026 10:39,3/11/2026 9:50,2.06,,0,0,0,0,0,4260559181735,Snack para roedores,Littleone,1,2.06,https://elpajaroblanco.com/producto/littleone-snack-granos-inflados-70gr/,,,,,,,,Roedores,4260559181735.jpg
3432,8431029038491,60-Llave de paso 10 mm,0,1,1,La llave de paso de 10 mm es ideal para los amantes de los pájaros. Puedes conectarla a su jaula para que puedan volar libremente y disfrutar de su entorno.,,,1,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,1,,1,TTC,2.89256198,3.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.07,,0,0,0,0,0,8431029038491,Llave de paso para pájaros,Genérica,1,2.07,,,,,,,,,Aves,8431029038491.jpg
3433,8431029038507,60-Llave de paso 7 mm,0,1,1,"La llave de paso de 7 mm es perfecta para los pájaros más pequeños. Conecta su jaula y déjalo volar libremente, disfrutando de su entorno.",,,1,,,,,,,,,0,0,7,0,0,0,0,0,0,0,0,1,,1,TTC,2.47933884,3,0,0,21,3/3/2026 10:39,3/5/2026 12:44,1.78,,0,15,0,0,0,8431029038507,Llave de paso para pájaros,Genérica,1,1.78,,,,,,,,,Aves,8431029038507.jpg
3435,LLAVEROS PAJAROS,60-Llavero pajaros,0,1,1,Este llavero es un regalo perfecto para cualquier amante de los pájaros. Un detalle personalizado que muestra tu amor por estos animales.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.71900826,4.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.75,,0,12,1,0,0,LLAVEROS PAJAROS,Llavero para pájaros,Llavero,1,2.75,,,,,,,,,Aves,LLAVEROS PAJAROS.jpg
3436,LLAVERO PERDIZ,60-Llavero perdiz,0,1,1,Este llavero es un recordatorio de tus amor por las perdices. Un detalle personalizado para cualquier amante de estos animales.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,10.33057851,12.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,7,,0,1,0,0,0,LLAVERO PERDIZ,Llavero para perdices,Llavero,1,7,,,,,,,,,Aves,LLAVERO PERDIZ.jpg
3437,8435554100388,60-Loata gato atun 415g,0,1,1,"La loata de atún es un alimento saludable y delicioso para tus gatos. Con ingredientes naturales y sin conservantes, es la opción perfecta para mantener a tus gatos felices y saludables.",,,1,,,,,,,,,415,1,0,1,0,0,0,0,0,0,0,1,,1,TTC,1.05769231,1.1,0,0,4,3/3/2026 10:39,3/5/2026 12:44,0.7,,0,55,1,0,0,8435554100388,Alimento para gatos,Genérica,1,0.7,,,,,,,,,Gatos,8435554100388.jpg
3438,8437026328689,61-Localizador mascotas,0,1,1,El localizador de mascotas es un dispositivo que te permite encontrar a tus perros en caso de que se pierdan. Un producto esencial para cualquier dueño de perros que quiera proteger a su mascota.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,39.25619835,47.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,28.08,,0,1,0,0,0,8437026328689,Localizador para perros,Genérica,1,28.08,,,,,,,,,Perros,8437026328689.jpg
3439,LOMBRIZ TIERRA,61-Lombriz de tierra,0,1,1,"Las lombrices de tierra son un alimento natural y saludable para tus reptiles. Con ellas, podrás mantener a tus mascotas felices y saludables.",,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,3.71900826,4.5,0,0,21,3/3/2026 10:39,3/5/2026 12:44,2.73,,0,7,0,0,0,LOMBRIZ TIERRA,Lombrices para reptiles,Genérica,1,2.73,,,,,,,,,Reptiles,LOMBRIZ TIERRA.jpg
3440,8421038604886,61-Lona coche talla l,0,1,1,La lona para coche es un producto esencial para cualquier dueño de perros que quiera transportar a su mascota de manera segura y cómoda.,,,1,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,18.92561983,22.9,0,0,21,3/3/2026 10:39,3/5/2026 12:44,13.52,,0,0,0,0,0,8421038604886,Lona para perros,Genérica,1,13.52,,,,,,,,,Perros,8421038604886.jpg
3441,LOR CRIA 5,61-Lor cria 5kg,0,1,1,"Nuestro alimento para lor crias es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros lor crias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,24.17355372,29.25,0,0,21,3/3/2026 10:39,3/5/2026 12:44,20.95,,0,0,1,0,0,LOR CRIA 5,Alimento para lor crias,Lor,1,20.95,,,,,,,,,Aves,LOR CRIA 5.jpg
3442,LOR SILVESTRE CRIA 2,61-Lor cria silvestres 2 kg,0,1,1,"Nuestro alimento para lor silvestres crias es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros lor silvestres crias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,13.18181818,14.5,0,0,10,3/3/2026 10:39,3/5/2026 12:44,9.68,,0,3,1,0,0,LOR SILVESTRE CRIA 2,Alimento para lor silvestres crias,Lor,1,9.68,,,,,,,,,Aves,LOR SILVESTRE CRIA 2.jpg
3443,LOR SILVESTRE CRIA 5,61-Lor cria silvestres 5 kg,0,1,1,"Nuestro alimento para lor silvestres crias es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros lor silvestres crias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,27.22727273,29.95,0,0,10,3/3/2026 10:39,3/5/2026 12:44,21.18,,0,2,0,0,0,LOR SILVESTRE CRIA 5,Alimento para lor silvestres crias,Lor,1,21.18,,,,,,,,,Aves,LOR SILVESTRE CRIA 5.jpg
3444,LOR SILVESTRES,61-Lor fringilidos mantenimiento 2kg,0,1,1,"Nuestro alimento para lor fringilidos es la mejor opción para mantener a tus mascotas saludables y felices. Con una fórmula equilibrada y rica en nutrientes, nuestros loros fringilidos recibirán todo lo que necesitan para mantenerse en forma. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,12.72727273,14,0,0,10,3/3/2026 10:39,3/5/2026 12:44,9.22,,0,1,0,0,0,LOR SILVESTRES,Alimento para lor fringilidos,Lor,1,9.22,,,,,,,,,Aves,LOR SILVESTRES.jpg
3445,MANTENIMIENTO 10KG,61-Lor mantenimiento 10kg,0,1,1,"Nuestro alimento para lor mantenimiento es la mejor opción para mantener a tus mascotas saludables y felices. Con una fórmula equilibrada y rica en nutrientes, nuestros loros recibirán todo lo que necesitan para mantenerse en forma. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,10,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,50.90909091,56,0,0,10,3/3/2026 10:39,3/5/2026 12:44,40,,0,3,0,0,0,MANTENIMIENTO 10KG,Alimento para lor mantenimiento,Lor,1,40,,,,,,,,,Aves,MANTENIMIENTO 10KG.jpg
3446,LOR PRECRIA 10,61-Lor precria 10kg,0,1,1,"Nuestro alimento para lor precria es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros loros precrias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,10,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,46.28099174,56,0,0,21,3/3/2026 10:39,3/5/2026 12:44,40,,0,3,0,0,0,LOR PRECRIA 10,Alimento para lor precria,Lor,1,40,,,,,,,,,Aves,LOR PRECRIA 10.jpg
3447,LOR PRECRIA 2 KG,61-Lor precria 2kg,0,1,1,"Nuestro alimento para lor precria es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros loros precrias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,12.85123967,15.55,0,0,21,3/3/2026 10:39,3/5/2026 12:44,9.55,,0,6,1,0,0,LOR PRECRIA 2 KG,Alimento para lor precria,Lor,1,9.55,,,,,,,,,Aves,LOR PRECRIA 2 KG.jpg
3448,LOR PRECRIA 5,61-Lor precria 5kg,0,1,1,"Nuestro alimento para lor precria es la mejor opción para garantizar el crecimiento saludable de tus mascotas. Con una fórmula equilibrada y rica en nutrientes, nuestros loros precrias recibirán todo lo que necesitan para desarrollarse de manera óptima. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,5,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,24.25619835,29.35,0,0,21,3/3/2026 10:39,3/5/2026 12:44,20.91,,0,4,1,0,0,LOR PRECRIA 5,Alimento para lor precria,Lor,1,20.91,,,,,,,,,Aves,LOR PRECRIA 5.jpg
3449,LOR SILVESTRES MUDA,61-Lor silvestres muda 2 kilos,0,1,1,"Nuestro alimento para lor silvestres muda es la mejor opción para mantener a tus mascotas saludables y felices durante el proceso de muda. Con una fórmula equilibrada y rica en nutrientes, nuestros loros silvestres recibirán todo lo que necesitan para mantenerse en forma. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,13.18181818,14.5,0,0,10,3/3/2026 10:39,3/5/2026 12:44,9.82,,0,2,0,0,0,LOR SILVESTRES MUDA,Alimento para lor silvestres muda,Lor,1,9.82,,,,,,,,,Aves,LOR SILVESTRES MUDA.jpg
3450,LOR VITA 10,61-Lor vita 10kg,0,1,1,"Nuestro alimento para lor vita es la mejor opción para mantener a tus mascotas saludables y felices. Con una fórmula equilibrada y rica en nutrientes, nuestros loros recibirán todo lo que necesitan para mantenerse en forma. ¡Comienza a cuidar a tus loros con la mejor alimentación!",,,1,,,,,,,,,10,0,0,1,0,0,0,0,0,0,0,1,,1,TTC,50.41322314,61,0,0,21,3/3/2026 10:39,3/5/2026 12:44,43.36,,0,2,0,0,0,LOR VITA 10,Alimento para lor vita,Lor,1,43.36,,,,,,,,,Aves,LOR VITA 10.jpg
